dataset_id,dataset_name,size,type,dataset_task,feature_count,domain,description ,numeric_features,cat_features,NaN Values,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,data_type,description,num_classes,task_type,image_width,image_height,channels,avg_doc_length,vocab_size,max_length,series_length,num_channels,sampling_rate,NaN_values,has_masks,has_rationales,has_bboxes,ground_truth_type,download_link,citation,license,source,paper_reference,year_published
54,ISOLET,7797,Multivariate,Classification,617.0,Computer Science,"Additional Information: This data set was generated as follows. 150 subjects spoke the name of each letter of the alphabet twice. Hence, we have 52 training examples from each speaker. The speakers are grouped into sets of 30 speakers each, and are referred to as isolet1, isolet2, isolet3, isolet4, and isolet5. The data appears in isolet1+2+3+4.data in sequential order, first the speakers from isolet1, then isolet2, and so on.  The test set, isolet5, is a separate file. You will note that 3 examples are missing.  I believe they were dropped due to difficulties in recording. I believe this is a good domain for a noisy, perceptual task.  It is also a very good domain for testing the scaling abilities of algorithms. For example, C4.5 on this domain is slower than backpropagation! I have formatted the data for C4.5 and provided a C4.5-style names file as well. Has Missing Values?: No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,
42,Glass Identification,214,Multivariate,Classification,9.0,Physics and Chemistry,"Additional Information: Vina conducted a comparison test of her rule-based system, BEAGLE, the nearest-neighbor algorithm, and discriminant analysis.  BEAGLE is a product available through VRS Consulting, Inc.; 4676 Admiralty Way, Suite 206; Marina Del Ray, CA 90292 (213) 827-7890 and FAX: -3189. In determining whether the glass was a type of ""float"" glass or not, the following results were obtained (# incorrect answers): Type of Sample  -- Beagle -- NN -- DA Windows that were float processed (87)  -- 10 -- 12 -- 21 Windows that were not:            (76) -- 19 -- 16 -- 22 The study of classification of types of glass was motivated by criminological investigation.  At the scene of the crime, the glass left can be used as evidence...if it is correctly identified! Has Missing Values?: No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,
591,Gender by Name,147270,Text,"Classification, Clustering",4.0,Social Science,"Additional Information: This dataset combines raw counts for first/given names of male and female babies in those time periods, and then calculates a probability for a name given the aggregate count.  Source datasets are from government authorities: -US: Baby Names from Social Security Card Applications - National Data, 1880 to 2019 -UK:  Baby names in England and Wales Statistical bulletins, 2011 to 2018 -Canada: British Columbia 100 Years of Popular Baby names, 1918 to 2018 -Australia:  Popular Baby Names, Attorney-General's Department, 1944 to 2019 Has Missing Values?: No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,
149,Statlog (Vehicle Silhouettes),946,Multivariate,Classification,18.0,Other,"Additional Information: The purpose is to classify a given silhouette as one of four types of vehicle, using  a set of features extracted from the silhouette. The vehicle may be viewed from one of many different angles. HISTORY: This data was originally gathered at the TI in 1986-87 by JP Siebert. It was partially financed by Barr and Stroud Ltd. The original purpose was to find a method of distinguishing 3D objects within a 2D image by application of an ensemble of shape feature extractors to the 2D silhouettes of the objects. Measures of shape features extracted from example silhouettes of objects to be discriminated were used to generate a classification rule tree by means of computer induction. This object recognition strategy was successfully used to discriminate between silhouettes of model cars, vans and buses viewed from constrained elevation but all angles of rotation. The rule tree classification performance compared favourably to MDC (Minimum Distance Classifier) and k-NN (k-Nearest Neighbour) statistical classifiers in terms of both error rate and computational efficiency. An investigation of these rule trees generated by example indicated that the tree structure was heavily influenced by the orientation of the objects, and grouped similar object views into single decisions. DESCRIPTION: The features were extracted from the silhouettes by the HIPS (Hierarchical Image Processing System) extension BINATTS, which extracts a combination of scale independent features utilising both classical moments based measures such as scaled variance, skewness and kurtosis about the major/minor axes and heuristic measures such as hollows, circularity, rectangularity and compactness. Four ""Corgie"" model vehicles were used for the experiment: a double decker bus, Cheverolet van, Saab 9000 and an Opel Manta 400. This particular combination of vehicles was chosen with the expectation that the bus, van and either one of the cars would be readily distinguishable, but it would be more difficult to distinguish between the cars. The images were acquired by a camera looking downwards at the model vehicle from a fixed angle of elevation (34.2 degrees to the horizontal). The vehicles were placed on a diffuse backlit surface (lightbox). The vehicles were painted matte black to minimise highlights. The images were captured using a CRS4000 framestore connected to a vax 750. All images were captured with a spatial resolution of 128x128 pixels quantised to 64 greylevels. These images were thresholded to produce binary vehicle silhouettes, negated (to comply with the processing requirements of BINATTS) and thereafter subjected to shrink-expand-expand-shrink HIPS modules to remove ""salt and pepper"" image noise. The vehicles were rotated and their angle of orientation was measured using a radial graticule beneath the vehicle. 0 and 180 degrees corresponded to ""head on"" and ""rear"" views respectively while 90 and 270 corresponded to profiles in opposite directions. Two sets of 60 images, each set covering a full 360 degree rotation, were captured for each vehicle. The vehicle was rotated by a fixed angle between images. These datasets are known as e2 and e3 respectively. A further two sets of images, e4 and e5, were captured with the camera at elevations of 37.5 degs and 30.8 degs respectively. These sets also contain 60 images per vehicle apart from e4.van which contains only 46 owing to the difficulty of containing the van in the image at some orientations. Has Missing Values?: No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,
14,Breast Cancer,286,Multivariate,Classification,9.0,Health and Medicine,"Additional Information: This data set includes 201 instances of one class and 85 instances of another class.  The instances are described by 9 attributes, some of which are linear and some are nominal. Has Missing Values?: Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,
43,Haberman's Survival,306,Multivariate,Classification,3.0,Health and Medicine,Additional Information: The dataset contains cases from a study that was conducted between 1958 and 1970 at the University of Chicago's Billings Hospital on the survival of patients who had undergone surgery for breast cancer. Has Missing Values?: No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,
426,Autism Screening Adult,704,-,Classification,20.0,Social Science,Additional Information: See attached variables' description file Has Missing Values?: Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,
193,Cardiotocography,2126,Multivariate,Classification,21.0,Health and Medicine,"Additional Information: 2126 fetal cardiotocograms (CTGs) were automatically processed and the respective diagnostic features measured. The CTGs were also classified by three expert obstetricians and a consensus classification label assigned to each of them. Classification was both with respect to a morphologic pattern (A, B, C. ...) and to a fetal state (N, S, P). Therefore the dataset can be used either for 10-class or 3-class experiments. Has Missing Values?: No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,
19,Car Evaluation,1728,Multivariate,Classification,6.0,Other,"Additional Information: Car Evaluation Database was derived from a simple hierarchical decision model originally developed for the demonstration of DEX, M. Bohanec, V. Rajkovic: Expert system for decision making. Sistemica 1(1), pp. 145-157, 1990.). The model evaluates cars according to the following concept structure: CAR                      car acceptability . PRICE                  overall price . . buying               buying price . . maint                price of the maintenance . TECH                   technical characteristics . . COMFORT              comfort . . . doors              number of doors . . . persons            capacity in terms of persons to carry . . . lug_boot           the size of luggage boot . . safety               estimated safety of the car Input attributes are printed in lowercase. Besides the target concept (CAR), the model includes three intermediate concepts: PRICE, TECH, COMFORT. Every concept is in the original model related to its lower level descendants by a set of examples (for these examples sets see http://www-ai.ijs.si/BlazZupan/car.html). The Car Evaluation Database contains examples with the structural information removed, i.e., directly relates CAR to the six input attributes: buying, maint, doors, persons, lug_boot, safety. Because of known underlying concept structure, this database may be particularly useful for testing constructive induction and structure discovery methods. Has Missing Values?: No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,
144,Statlog (German Credit Data),1000,Multivariate,Classification,20.0,Social Science,"Additional Information: Two datasets are provided.  the original dataset, in the form provided by Prof. Hofmann, contains categorical/symbolic attributes and is in the file ""german.data"". For algorithms that need numerical attributes, Strathclyde University produced the file ""german.data-numeric"".  This file has been edited and several indicator variables added to make it suitable for algorithms which cannot cope with categorical variables.   Several attributes that are ordered categorical (such as attribute 17) have been coded as integer.    This was the form used by StatLog. This dataset requires use of a cost matrix (see below) ..... 1        2 ---------------------------- 1   0        1 ----------------------- 2   5        0 (1 = Good,  2 = Bad) The rows represent the actual classification and the columns the predicted classification. It is worse to class a customer as good when they are bad (5), than it is to class a customer as bad when they are good (1). Has Missing Values?: No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,
74,Musk (Version 1),476,Multivariate,Classification,168.0,Physics and Chemistry,"Additional Information: This dataset describes a set of 92 molecules of which 47 are judged by human experts to be musks and the remaining 45 molecules are judged to be non-musks.  The goal is to learn to predict whether new molecules will be musks or non-musks.  However, the 166 features that describe these molecules depend upon the exact shape, or conformation, of the molecule.  Because bonds can rotate, a single molecule can adopt many different shapes.  To generate this data set, the low-energy conformations of the molecules were generated and then filtered to remove highly similar conformations. This left 476 conformations.  Then, a feature vector was extracted that describes each conformation. This many-to-one relationship between feature vectors and molecules is called the ""multiple instance problem"".  When learning a classifier for this data, the classifier should classify a molecule as ""musk"" if ANY of its conformations is classified as a musk.  A molecule should be classified as ""non-musk"" if NONE of its conformations is classified as a musk. Has Missing Values?: No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,
799,Single Elder Home Monitoring: Gas and Position,444631,Tabular,Classification,10.0,Engineering,"For what purpose was the dataset created?: This dataset was created in order to build a model that could translate the information gathered by a gas array sensor installed in a single elder person living alone into a safety monitoring system. Gas sensors are non-invasive, and with the control data from the movement sensors, the gas data could be used as an indicator of activity anomaly. Who funded the creation of the dataset?: The European Commission Program Horizon 2020 What do the instances in this dataset represent?: Each instance ir a measure by either the gas and temperature sensors or the movement sensors with its corresponding timestamp. Are there recommended data splits?: The only recommended split is the reference data, which is already provided in a different file. Does the dataset contain data that might be considered sensitive in any way?: No. Was there any data preprocessing performed?: No. Has Missing Values?: No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tabular,,,,,,,,,,,,,,,,,,,,,,,
